,link,price,field_carat_weight,field_brand,field_metal,field_ring_size,field_marketplace,field_shape,field_ring_center_stone_weight,field_clarity,field_cut,field_certification,field_lab_grown_diamond,field_ring_karat,field_color,field_certificate_number,field_ring_side_stone_weight,field_clarity_side_stone,field_clarity_enhanced,field_gender,field_vip_listing,field_diamonds_weight,field_wedding_bands_style,field_kind,field_stone,field_carat_weight_open,field_jewelry_bracelets_style,field_type_jewelry,field_material,field_jewelry_style
329,https://www.idonowidont.com/diamonds/video-new-gia-certified-tiffany-co-style-101ct-f-vs1-xxx-diamond-platinum-solitaire,"$8,900.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.01ct,Center stone clarity:VS1,Cut:Excellent,Certification:GIA,,,Center Stone Color:F,Certificate #:15262573,,,,,,,,,,,,,,
330,https://www.idonowidont.com/diamonds/102ct-agsl-certified-i-si2-round-solitaire-14k-white-gold-engagement-ring-729902,"$3,600.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.02ct,Center stone clarity:SI2,Cut:Excellent,Certification:AGSL,,Karat:14k,Center Stone Color:I,,,,,,,,,,,,,,,
331,https://www.idonowidont.com/diamonds/125ct-gia-certified-f-vvs2-round-accent-engagement-ring-18k-white-gold-729905,"$6,950.00",Carat:1.01 - 2.00 ct,Brand:Brilliant Earth,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.02ct,Center stone clarity:VVS2,Cut:Very Good,Certification:GIA,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):0.23ct,Side stone clarity:VVS2,,,,,,,,,,,,
332,https://www.idonowidont.com/diamonds/141ct-gia-certified-e-si2-platinum-princess-trilogy-ring-729901,"$3,995.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.01ct,Center stone clarity:SI2,Cut:Very Good,Certification:GIA,,,Center Stone Color:E,,Side stone weights (if applicable):0.40ct,,,,,,,,,,,,,
333,https://www.idonowidont.com/diamonds/video-gia-certified-tiffany-co-style-100ct-d-vs2-diamond-platinum-solitaire-engagement-ring,"$8,900.00",Carat:0.0 - 1.0 ct,,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.00ct,Center stone clarity:VS2,Cut:Excellent,Certification:GIA,,,Center Stone Color:D,,,,,,,,,,,,,,,
334,https://www.idonowidont.com/diamonds/classic-vintage-diamond-bypass-ring-729879,$464.02,Carat:0.0 - 1.0 ct,,Metal Type:Yellow Gold,Ring size:5.75,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.15ct,Center stone clarity:I1,,,,Karat:10k,Center Stone Color:H,,,,,,,,,,,,,,,
335,https://www.idonowidont.com/diamonds/tacori-engagement-ring-729871,"$4,000.00",Carat:0.0 - 1.0 ct,Brand:Tacori,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.90ct,Center stone clarity:VS2,Cut:Very Good,Certification:GIA,,Karat:18k,Center Stone Color:I,Certificate #:5176899826,Side stone weights (if applicable):0.23ct,Side stone clarity:VS2,,,,,,,,,,,,
336,https://www.idonowidont.com/diamonds/video-tiffany-and-co-platinum-075ct-diamond-lucida-cut-radiant-square-princess-asscher,"$6,750.00",Carat:0.0 - 1.0 ct,Brand:Tiffany & Co.,Metal Type:Platinum,Ring size:5.75,Marketplace: Pre-OwnedEngagement Rings,Shape:Radiant,Center stone weight:0.75ct,Center stone clarity:VS1,Cut:Excellent,Certification:OTHER,,,Center Stone Color:G,,,,,,,,,,,,,,,
337,https://www.idonowidont.com/diamonds/jared-engagement-ring-3-carat-729838,"$13,000.00",Carat:2.01 - 3.00 ct,Brand:Jared,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:2.51ct,Center stone clarity:VS2,Cut:Excellent,Certification:OTHER,,Karat:14k,Center Stone Color:I,Certificate #:53362300101,Side stone weights (if applicable):0.50ct,Side stone clarity:VS2,,,,,,,,,,,,
338,https://www.idonowidont.com/diamonds/500-ct-moisanite-diamond-ring-729827,"$5,500.00",Carat:4.00 ct or more,,,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:4.50ct,,,,,,,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
339,https://www.idonowidont.com/diamonds/asscher-cut-diamond-ring-25-i-vs1-gia-729833,"$22,990.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Asscher,Center stone weight:2.50ct,Center stone clarity:VS1,,Certification:GIA,,,Center Stone Color:I,,,,,,,,,,,,,,,
340,https://www.idonowidont.com/diamonds/12-carat-round-cut-natural-diamond-engagement-rings-women-band-14k-solid-gold-661396,$800.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.15ct,Center stone clarity:SI2,Cut:Very Good,,,Karat:14k,Center Stone Color:H,,Side stone weights (if applicable):0.35ct,Side stone clarity:SI2,,,,,,,,,,,,
341,https://www.idonowidont.com/diamonds/1-ctw-double-halo-diamond-engagement-ring-wedding-band-set-10k-white-gold-725396,$950.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.10ct,Center stone clarity:I1,Cut:Excellent,,,Karat:10k,Center Stone Color:G,,Side stone weights (if applicable):0.90ct,Side stone clarity:I1,,,,,,,,,,,,
342,https://www.idonowidont.com/diamonds/15-carat-diamond-round-cut-double-halo-engagement-ring-set-10k-white-gold-728659,"$1,499.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:9.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.26ct,Center stone clarity:I1,Cut:Very Good,,,Karat:10k,Center Stone Color:H,,Side stone weights (if applicable):1.24ct,Side stone clarity:I1,,,,,,,,,,,,
343,https://www.idonowidont.com/diamonds/diamonds-direct-14-karat-white-gold-3-stone-engagement-ring-729804,"$1,500.00",Carat:0.0 - 1.0 ct,Brand:Diamonds Direct,Metal Type:White Gold,Ring size:4.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.31ct,Center stone clarity:SI2,Cut:Excellent,Certification:None,,Karat:14k,Center Stone Color:I,Certificate #:BR04009407,Side stone weights (if applicable):0.79ct,Side stone clarity:SI1,,,,,,,,,,,,
344,https://www.idonowidont.com/diamonds/630-ct-radiant-diamond-729798,"$24,000.00",Carat:4.00 ct or more,,Metal Type:Platinum,,Marketplace: Pre-OwnedEngagement Rings,Shape:Radiant,Center stone weight:5.28ct,Center stone clarity:SI2,,Certification:AGI,,,Center Stone Color:H,,Side stone weights (if applicable):1.02ct,Side stone clarity:SI1,,,,,,,,,,,,
345,https://www.idonowidont.com/diamonds/1ct-tacori-halo-diamond-engagement-ring-and-band-729771,"$4,950.00",Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.00ct,Center stone clarity:SI2,,Certification:AGI,,Karat:18k,Center Stone Color:I,,,,,,Vip listing:Item  authenticated by IDNID expert teamWhat is it?,,,,,,,,,
346,https://www.idonowidont.com/diamonds/fancy-yellow-diamond-ring-729736,"$22,000.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,,Center stone weight:3.35ct,Center stone clarity:SI2,Cut:Excellent,,,Karat:14k,Center Stone Color:Other,,Side stone weights (if applicable):0.82ct,Side stone clarity:SI1,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
347,https://www.idonowidont.com/diamonds/diamond-ring-729735,"$5,000.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,,Center stone weight:1.02ct,,Cut:Excellent,,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):1.30ct,Side stone clarity:VS1,,,,,,,,,,,,
348,https://www.idonowidont.com/diamonds/tanzanite-heart-and-diamond-ring-729734,"$6,500.00",Carat:4.00 ct or more,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Heart,Center stone weight:6.21ct,,,,,Karat:18k,Center Stone Color:Other,,Side stone weights (if applicable):0.99ct,Side stone clarity:VS2,,,,,,,,,,,,
349,https://www.idonowidont.com/diamonds/citrine-and-diamond-ring-729733,"$3,000.00",Carat:4.00 ct or more,,Metal Type:Yellow Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:33.06ct,,,,,Karat:14k,Center Stone Color:Other,,,Side stone clarity:VS2,,,,,,,,,,,,
350,https://www.idonowidont.com/diamonds/636-carat-round-diamond-ring-729739,"$30,000.00",Carat:4.00 ct or more,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:6.36ct,Center stone clarity:I1,Cut:Excellent,,,Karat:18k,Center Stone Color:K,,Side stone weights (if applicable):1.38ct,Side stone clarity:VS1,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
351,https://www.idonowidont.com/diamonds/313-carat-diamond-engagement-ring-263-j-si1-ex-ex-ex-center-729699,"$11,400.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:2.63ct,,,Certification:IGI,Lab-Grown Diamond:Lab-Grown Diamond,,Center Stone Color:J,,,Side stone clarity:SI1,,,,,,,,,,,,
352,https://www.idonowidont.com/diamonds/jared-cushion-cut-diamond-engagement-ring-729697,"$3,500.00",Carat:0.0 - 1.0 ct,Brand:Jared,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:0.97ct,Center stone clarity:SI2,Cut:Good,Certification:IGI,,Karat:14k,Center Stone Color:H,Certificate #:33530999,Side stone weights (if applicable):0.20ct,Side stone clarity:SI1,,,,,,,,,,,,
353,https://www.idonowidont.com/diamonds/jared-116-05-ct-princess-cut-solitaire-engagement-ring-729670,"$4,199.00",Carat:1.01 - 2.00 ct,Brand:Jared,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.16ct,Center stone clarity:SI2,Cut:Very Good,Certification:IGI,,,Center Stone Color:H,Certificate #:32464946,Side stone weights (if applicable):0.50ct,Side stone clarity:SI2,,,,,,,,,,,,
354,https://www.idonowidont.com/diamonds/diamonds-direct-251c-gia-certified-princess-cut-solitaire-engagement-ring-679471,"$20,000.00",Carat:2.01 - 3.00 ct,Brand:Diamonds Direct,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:2.51ct,Center stone clarity:VS2,Cut:Excellent,Certification:GIA,,,Center Stone Color:I,Certificate #:5171989058,,,,,,,,,,,,,,
355,https://www.idonowidont.com/diamonds/james-allen-3-ct-oval-lab-grown-diamond-engagement-ring-729679,"$12,995.00",Carat:3.01 - 4.00 ct,Brand:James Allen,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:3.01ct,Center stone clarity:VS2,,Certification:IGI,Lab-Grown Diamond:Lab-Grown Diamond,Karat:18k,Center Stone Color:D,Certificate #:LG384947109,Side stone weights (if applicable):0.14ct,Side stone clarity:VS2,,,,,,,,,,,,
356,https://www.idonowidont.com/diamonds/109ct-engagement-ring-14k-white-gold-simple-setting-thin-band-size-7-729644,"$3,500.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.09ct,Center stone clarity:VVS1,Cut:Good,Certification:GIA,,Karat:14k,Center Stone Color:H,,,,,,,,,,,,,,,
357,https://www.idonowidont.com/diamonds/461-carat-cushion-solitaire-729639,"$33,900.00",Carat:3.01 - 4.00 ct,,,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:4.11ct,Center stone clarity:SI2,,Certification:IGI,Lab-Grown Diamond:Lab-Grown Diamond,,Center Stone Color:E,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
358,https://www.idonowidont.com/diamonds/14-kt-white-gold-halo-style-engagement-ring-729638,$980.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.25,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.47ct,Center stone clarity:SI2,Cut:Very Good,,,Karat:14k,Center Stone Color:H,,Side stone weights (if applicable):0.12ct,Side stone clarity:SI1,,,,,,,,,,,,
359,https://www.idonowidont.com/diamonds/classic-five-stone-engagement-ring-features-185ct-total-diamonds-620861,"$2,236.00",Carat:1.01 - 2.00 ct,,Metal Type:Yellow Gold,Ring size:8.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.85ct,,,,,Karat:14k,Center Stone Color:G,,,,,,,,,,,,,,,
360,https://www.idonowidont.com/diamonds/impressive-gia-certified-engagement-ring-center-076ct-pear-shape-fancy-yellow-diamond,"$3,376.00",Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Pear,Center stone weight:0.76ct,,,,,Karat:18k,,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
361,https://www.idonowidont.com/diamonds/verragio-insignia-engagement-ring-wedding-band-729589,"$10,500.00",Carat:1.01 - 2.00 ct,Brand:Verragio,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.07ct,Center stone clarity:VS1,Cut:Excellent,Certification:AGSL,,Karat:18k,Center Stone Color:F,Certificate #:104053641008,Side stone weights (if applicable):0.65ct,Side stone clarity:VS1,,,,,,,,,,,,
362,https://www.idonowidont.com/diamonds/huge-bling-statement-ring-hand-made-nyc-638716,"$13,300.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,,Center stone weight:2.00ct,,,,,,,,,,,,,,,,,,,,,
363,https://www.idonowidont.com/diamonds/gia-certified-engagement-ring-611-carat-yellow-cushion-cut-diamond-659791,"$79,500.00",Carat:4.00 ct or more,,Metal Type:Platinum,Ring size:6.25,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:6.11ct,Center stone clarity:VS2,,,,,,,Side stone weights (if applicable):1.25ct,Side stone clarity:VS1,,,,,,,,,,,,
364,https://www.idonowidont.com/diamonds/custom-moissanite-platinum-engagement-ring-729529,"$3,000.00",,,Metal Type:Platinum,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.67ct,,,,,,Center Stone Color:Other,,Side stone weights (if applicable):1.01ct,,,,,,,,,,,,,
365,https://www.idonowidont.com/diamonds/egl-usa-certified-222ct-fancy-yellow-18k-white-gold-diamond-halo-engagement-ring-brand-new,"$12,750.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.82ct,Center stone clarity:SI2,Cut:Very Good,Certification:EGL,,Karat:18k,Center Stone Color:Other,,Side stone weights (if applicable):0.40ct,,,,,,,,,,,,,
366,https://www.idonowidont.com/diamonds/2-ctw-double-halo-diamond-engagement-ring-wedding-band-set-10k-white-gold-725401,"$1,799.99",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.38ct,Center stone clarity:I1,Cut:Excellent,,,Karat:10k,Center Stone Color:G,,Side stone weights (if applicable):1.62ct,Side stone clarity:I1,,,,,,,,,,,,
367,https://www.idonowidont.com/diamonds/385ct-natural-vvs-indocilite-bi-color-blue-tourmaline-722971,$585.00,Carat:3.01 - 4.00 ct,,,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:3.85ct,Center stone clarity:VVS1,Cut:Excellent,,,,,,,,,,,,,,,,,,,
368,https://www.idonowidont.com/diamonds/pear-shape-diamond-ring-342-carat-18kt-white-gold-certified-729408,"$14,700.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Pear,Center stone weight:2.52ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):0.90ct,Side stone clarity:VS2,,,,,,,,,,,,
369,https://www.idonowidont.com/diamonds/346-ct-pear-diamond-ring-729406,"$16,200.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Pear,Center stone weight:2.53ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.93ct,Side stone clarity:VS2,,,,,,,,,,,,
370,https://www.idonowidont.com/diamonds/deal-day-301-carat-pear-diamond-engagement-ring-customized-729410,"$16,500.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Pear,Center stone weight:2.44ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:I,,Side stone weights (if applicable):0.57ct,Side stone clarity:VS2,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
371,https://www.idonowidont.com/diamonds/jared-princess-engagementwedding-set-729404,"$3,750.00",Carat:0.0 - 1.0 ct,Brand:Jared,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:0.80ct,Center stone clarity:SI1,Cut:Very Good,Certification:IGI,,Karat:14k,Center Stone Color:G,Certificate #:33752594,Side stone weights (if applicable):0.39ct,Side stone clarity:SI1,,,,,,,,,,,,
372,https://www.idonowidont.com/diamonds/14k-gold-black-and-white-diamond-ring-729402,$980.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.75ct,Center stone clarity:VVS1,Cut:Very Good,Certification:OTHER,,Karat:14k,Center Stone Color:Other,Certificate #:4927401,Side stone weights (if applicable):0.15ct,Side stone clarity:SI1,,,,,,,,,,,,
373,https://www.idonowidont.com/diamonds/round-diamond-807-carat-great-deal-729348,"$29,800.00",Carat:4.00 ct or more,,,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:7.22ct,Center stone clarity:I2,Cut:Very Good,Certification:AGI,,,Center Stone Color:H,,Side stone weights (if applicable):0.85ct,Side stone clarity:SI2,,,,,,,,,,,,
374,https://www.idonowidont.com/diamonds/wow-pear-shape-diamond-681-carat-certified-729347,"$27,500.00",Carat:4.00 ct or more,,,,Marketplace: Pre-OwnedEngagement Rings,Shape:Pear,Center stone weight:5.76ct,Center stone clarity:I2,,Certification:AGI,,,Center Stone Color:G,,Side stone weights (if applicable):1.05ct,Side stone clarity:SI2,,,,,,,,,,,,
375,https://www.idonowidont.com/diamonds/200-carat-pear-shape-yellow-diamond-certified-vs1-wedding-set-728353,"$8,500.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Pear,Center stone weight:2.00ct,Center stone clarity:VS1,Cut:Very Good,Certification:EGL,,Karat:14k,Center Stone Color:Other,Certificate #:EGS3333025423,Side stone weights (if applicable):0.52ct,Side stone clarity:VS1,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
376,https://www.idonowidont.com/diamonds/great-deal-round-custom-made-diamond-ring-305-carat-hand-crafted-18kt-white-gold-729341,"$11,200.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:2.02ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):1.03ct,Side stone clarity:VS2,,,,,,,,,,,,
377,https://www.idonowidont.com/diamonds/beautiful-diamond-ring-171-carat-diamond-ring-deal-wont-last-729343,"$6,200.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.03ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):0.68ct,Side stone clarity:VS2,,,,,,,,,,,,
378,https://www.idonowidont.com/diamonds/rare-and-different-177-carat-diamond-ring-cushion-cut-diamond-729342,"$6,800.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.02ct,Center stone clarity:SI2,,Certification:AGI,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.75ct,Side stone clarity:VS2,,,,,,,,,,,,
379,https://www.idonowidont.com/diamonds/253-cushion-solitaire-diamond-ring-729335,"$15,990.00",Carat:2.01 - 3.00 ct,,,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:2.03ct,Center stone clarity:SI1,,Certification:GIA,,,Center Stone Color:J,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
380,https://www.idonowidont.com/diamonds/custom-carved-wrap-style-engagement-ring-729334,"$3,500.00",Carat:0.0 - 1.0 ct,,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.71ct,Center stone clarity:VS2,Cut:Excellent,Certification:GIA,,,Center Stone Color:J,Certificate #:6332186603,,,,,,,,,,,,,,
381,https://www.idonowidont.com/diamonds/1ct-fancy-deep-yellowish-brown-engagement-ring-729313,"$5,000.00",Carat:0.0 - 1.0 ct,,Metal Type:Rose Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.00ct,Center stone clarity:SI1,Cut:Very Good,Certification:AGI,,Karat:14k,Center Stone Color:Other,,Side stone weights (if applicable):0.50ct,Side stone clarity:SI2,,,Vip listing:Item  authenticated by IDNID expert teamWhat is it?,,,,,,,,,
382,https://www.idonowidont.com/diamonds/149-ct-round-diamond-ring-729261,"$3,100.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.03ct,Center stone clarity:I1,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.46ct,Side stone clarity:VS2,,,,,,,,,,,,
383,https://www.idonowidont.com/diamonds/platinum-sapphire-and-diamond-engagement-ring-729254,"$3,000.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.21ct,Center stone clarity:FL,Cut:Excellent,Certification:OTHER,,,Center Stone Color:Other,Certificate #:R11636BS,Side stone weights (if applicable):0.32ct,Side stone clarity:SI1,,,,,,,,,,,,
384,https://www.idonowidont.com/diamonds/611-carat-platinum-halo-cushion-diamond-engagement-ring-729228,"$34,000.00",Carat:4.00 ct or more,,,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:4.11ct,Center stone clarity:SI2,,Certification:IGI,Lab-Grown Diamond:Lab-Grown Diamond,,Center Stone Color:E,,,,,,,,,,,,,,,
385,https://www.idonowidont.com/diamonds/jb-star-design-halo-engagement-ring-729201,"$16,300.00",Carat:3.01 - 4.00 ct,,Metal Type:Platinum,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Radiant,Center stone weight:2.03ct,Center stone clarity:SI2,Cut:Very Good,Certification:IGI,,,Center Stone Color:G,Certificate #:6304501,Side stone weights (if applicable):0.70ct,Side stone clarity:VS2,,,,,,,,,,,,
386,https://www.idonowidont.com/diamonds/wow-deal-wont-last-631-carat-diamond-ring-certified-all-custom-made-729175,"$32,000.00",Carat:4.00 ct or more,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Radiant,Center stone weight:4.81ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):1.50ct,Side stone clarity:VS2,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
387,https://www.idonowidont.com/diamonds/gabriel-co-gorgeous-131-carat-marquise-diamond-engagement-ring-729186,"$3,500.00",Carat:1.01 - 2.00 ct,Brand:Gabriel & Co,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Marquise,Center stone weight:1.31ct,Center stone clarity:VVS2,,Certification:IGI,Lab-Grown Diamond:Lab-Grown Diamond,Karat:14k,Center Stone Color:H,Certificate #:LG10428405,,,,,Vip listing:Item  authenticated by IDNID expert teamWhat is it?,,,,,,,,,
388,https://www.idonowidont.com/diamonds/65-carat-wedding-set-matching-band-729154,"$8,990.00",Carat:4.00 ct or more,,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:4.00ct,,,,,,,,,,,,,,,,,,,,,
389,https://www.idonowidont.com/diamonds/theo-fennell-540ct-asscher-cut-diamond-engagement-ring-18k-white-gold-727066,"$24,000.00",Carat:4.00 ct or more,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Asscher,Center stone weight:1.80ct,Center stone clarity:VS2,Cut:Very Good,Certification:OTHER,,Karat:18k,Center Stone Color:F,Certificate #:Anchorcert,Side stone weights (if applicable):3.60ct,Side stone clarity:VVS2,,,,,,,,,,,,
390,https://www.idonowidont.com/diamonds/neil-lane-engagement-ring-729133,"$2,200.00",Carat:1.01 - 2.00 ct,Brand:Neil Lane,Metal Type:White Gold,Ring size:5.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:0.50ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:14k,Center Stone Color:G,Certificate #:26DR441891,Side stone weights (if applicable):0.75ct,Side stone clarity:VS1,,,,,,,,,,,,
391,https://www.idonowidont.com/diamonds/14-k-yellow-gold-vintage-marquise-diamond-engagement-ring-729110,"$3,200.00",Carat:1.01 - 2.00 ct,,Metal Type:Yellow Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Marquise,Center stone weight:0.80ct,Center stone clarity:SI2,,Certification:OTHER,,Karat:14k,Center Stone Color:I,,Side stone weights (if applicable):1.00ct,Side stone clarity:VS1,,,,,,,,,,,,
392,https://www.idonowidont.com/diamonds/stunning-new-182ct-certified-diamond-engagement-ring-matching-wedding-band-729106,"$8,300.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Emerald,Center stone weight:1.00ct,Center stone clarity:VS1,Cut:Very Good,Certification:EGL,,Karat:14k,Center Stone Color:E,Certificate #:US51667114D,Side stone weights (if applicable):0.82ct,Side stone clarity:SI1,,,,,,,,,,,,
